"ID","Tesis Adı","Kategori","Enlem","Boylam","Kritiklik","Durum","Kaynak","Etiket","Tahmini_Alan_km2","Detayli_Stratejik_Aciklama"
"153","İsrail - Askeri Mühimmat Üretim Fabrikası [153]","sanayi","31.288622","34.569317","YÜKSEK","Bakımda","Uydu Görüntüsü","ÖNCELİKLİ","0.52","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"154","Girit - Arama Kurtarma Helikopter Üssü [154]","hava","35.21088","24.294019","KRITIK","Gizli","Alan Araştırması","KRITIK","13.61","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"155","İsrail - Arama Kurtarma Helikopter Üssü [155]","hava","31.53762","35.752779","YÜKSEK","Planlama","Açık Kaynak","ÖNCELİKLİ","2.21","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"156","Malta - Kritik Altyapı Yeraltı İletişim Tesisi [156]","tunel","35.838275","14.532535","KRITIK","Aktif","Alan Araştırması","KRITIK","18.0","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"157","Girit - Rüzgar Türbini Enerji Parkı [157]","enerji","35.105947","25.520038","KRITIK","Gizli","OSINT Analizi","KRITIK","14.4","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"158","Ürdün - Yeraltı Ulusal Komuta Bunkerı [158]","tunel","32.258706","35.827548","KRITIK","Planlama","NATO Dokümanı","KRITIK","6.31","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"159","İsrail - Güdümlü Mermi ve Balistik Araştırma Merkezi [159]","arastirma","29.973576","35.690075","KRITIK","Planlama","Alan Araştırması","KRITIK","13.96","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"160","Fransa Güney - Stratejik Yakıt Yeraltı Rezerv Deposu [160]","tunel","42.665474","5.803384","KRITIK","Bakımda","NATO Dokümanı","KRITIK","11.4","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"161","Malta - Komando Özel Kuvvetler Üssü [161]","askeri","35.919175","14.100223","KRITIK","Gizli","NATO Dokümanı","KRITIK","13.11","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"162","İtalya Güney - Siber Güvenlik Araştırma Geliştirme Merkezi [162]","arastirma","39.164751","14.72957","KRITIK","Bakımda","OSINT Analizi","KRITIK","1.74","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"163","Fransa Güney - İHA Operasyon ve Kontrol Merkezi [163]","hava","43.36301","6.419708","KRITIK","Bakımda","İstihbarat Raporu","KRITIK","4.02","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"164","Kıbrıs - Nükleer Araştırma Reaktörü Tesisi [164]","nukleer","34.603146","34.56225","KRITIK","Gizli","Uydu Görüntüsü","KRITIK","14.38","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"165","Malta - Hidroelektrik Santral [165]","enerji","35.897751","14.234191","KRITIK","Bakımda","Uydu Görüntüsü","KRITIK","16.09","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"166","Ürdün - SIGINT Sinyal İstihbarat İstasyonu [166]","radar","31.349525","35.210917","KRITIK","Kısmi","OSINT Analizi","KRITIK","10.65","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"167","Fransa Güney - Elektronik Savunma Sistem Üretim Merkezi [167]","sanayi","43.274088","7.445123","KRITIK","Gizli","Alan Araştırması","KRITIK","16.62","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"168","Fransa Güney - Savunma Gemisi İnşa Tersanesi [168]","sanayi","43.079688","4.99339","YÜKSEK","Bakımda","İstihbarat Raporu","ÖNCELİKLİ","12.77","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"169","Suudi Arabistan - Entegre Hava Savunma Radar Komuta Merkezi [169]","radar","28.531727","44.776537","KRITIK","Planlama","Uydu Görüntüsü","KRITIK","5.47","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"170","Doğu Akdeniz - Sahil Güvenlik Komutanlığı [170]","liman","34.393502","28.096275","KRITIK","Bakımda","OSINT Analizi","KRITIK","4.32","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"171","Malta - Yeraltı Ulusal Komuta Bunkerı [171]","tunel","35.86304","14.398436","YÜKSEK","Kısmi","Alan Araştırması","ÖNCELİKLİ","18.1","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"172","Suriye Kıyı - Nükleer Silah Depolama ve Bakım Tesisi [172]","nukleer","35.824487","35.513672","KRITIK","Planlama","Hükümet Verisi","KRITIK","15.08","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"173","İsrail - CBRN Araştırma ve Test Tesisi [173]","arastirma","32.888238","35.587166","KRITIK","Gizli","Uydu Görüntüsü","KRITIK","9.79","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"174","Mısır - Deniz Torpido ve Mühimmat Deposu [174]","depo","25.641653","25.044602","KRITIK","Kısmi","Uydu Görüntüsü","KRITIK","19.62","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Stok yönetimi, ikmal zinciri ve yeraltı depolama tercih edilmelidir."
"175","Fransa Güney - Nükleer Araştırma Reaktörü Tesisi [175]","nukleer","42.535056","5.721463","YÜKSEK","Kısmi","Uydu Görüntüsü","ÖNCELİKLİ","17.34","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"176","Yunanistan Adalar Bat - Siber Savunma Operasyon Merkezi [176]","radar","36.93074","21.902086","YÜKSEK","Kısmi","Hükümet Verisi","ÖNCELİKLİ","15.05","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"177","İsrail - Savaş Uçağı Bakım Onarım ve Revizyon Fabrikası [177]","sanayi","31.101946","35.585857","KRITIK","Aktif","Hükümet Verisi","KRITIK","4.52","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"178","Yunanistan Kıta - Doğalgaz Pompa İstasyonu [178]","enerji","40.842117","24.027458","YÜKSEK","Aktif","NATO Dokümanı","ÖNCELİKLİ","3.09","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"179","Yunanistan Adalar Bat - Siber Savunma Operasyon Merkezi [179]","radar","38.031259","20.15497","KRITIK","Planlama","Uydu Görüntüsü","KRITIK","12.14","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"180","Ürdün - NATO Yakıt ve Erzak İkmal Limanı [180]","liman","32.181182","38.266726","YÜKSEK","Aktif","Hükümet Verisi","ÖNCELİKLİ","11.54","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"181","Malta - Hava Savunma Füze Bataryası [181]","hava","35.858662","14.493258","KRITIK","Bakımda","Açık Kaynak","KRITIK","13.96","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"182","Mısır - Hava Savunma Füze Bataryası [182]","hava","30.055623","30.844178","KRITIK","Planlama","NATO Dokümanı","KRITIK","8.6","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"183","Doğu Akdeniz - Yeraltı Yakıt Depolama Kompleksi [183]","enerji","31.262036","32.29182","KRITIK","Aktif","Alan Araştırması","KRITIK","19.22","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"184","Yunanistan Adalar Bat - Elektronik Harp Taktik Birimi [184]","askeri","37.932267","24.243049","KRITIK","Gizli","İstihbarat Raporu","KRITIK","9.7","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"185","Malta - Jet Yakıtı ve Akaryakıt Depolama Tesisi [185]","depo","36.030294","14.425861","KRITIK","Aktif","Hükümet Verisi","KRITIK","17.64","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Stok yönetimi, ikmal zinciri ve yeraltı depolama tercih edilmelidir."
"186","Girit - Hükümet Sürekliliği Yeraltı Sığınağı [186]","tunel","35.467848","25.124071","ORTA","Planlama","Uydu Görüntüsü","NORMAL","9.78","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"187","Doğu Akdeniz - CBRN Kontrol İzleme ve Müdahale Noktası [187]","nukleer","34.031763","30.018507","KRITIK","Gizli","Uydu Görüntüsü","KRITIK","1.76","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"188","Ürdün - Siber Savunma Operasyon Merkezi [188]","radar","30.886677","37.33174","KRITIK","Kısmi","Alan Araştırması","KRITIK","15.87","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"189","Yunanistan Kıta - Entegre Hava Savunma Radar Komuta Merkezi [189]","radar","38.821078","22.271248","KRITIK","Planlama","Alan Araştırması","KRITIK","11.09","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"190","Doğu Akdeniz - Hava Cephane ve Füze Deposu [190]","depo","32.616914","33.019922","KRITIK","Planlama","Hükümet Verisi","KRITIK","5.07","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Stok yönetimi, ikmal zinciri ve yeraltı depolama tercih edilmelidir."
"191","Yunanistan Kıta - CBRN Araştırma ve Test Tesisi [191]","arastirma","40.59333","21.64039","YÜKSEK","Bakımda","OSINT Analizi","ÖNCELİKLİ","9.71","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"192","Ürdün - CBRN Kontrol İzleme ve Müdahale Noktası [192]","nukleer","31.646786","38.192873","KRITIK","Bakımda","Hükümet Verisi","KRITIK","4.59","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"193","Yunanistan Adalar Bat - NATO Yakıt ve Erzak İkmal Limanı [193]","liman","37.585896","24.072922","ORTA","Aktif","NATO Dokümanı","NORMAL","5.88","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"194","Yunanistan Adalar Bat - Savaş Uçağı Taktik Hava Üssü [194]","hava","38.458461","24.368428","KRITIK","Kısmi","Alan Araştırması","KRITIK","8.84","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"195","Yunanistan Adalar Bat - Savaş Uçağı Bakım Onarım ve Revizyon Fabrikası [195]","sanayi","39.310294","21.066357","KRITIK","Kısmi","Alan Araştırması","KRITIK","1.53","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"196","Irak - CBRN Kontrol İzleme ve Müdahale Noktası [196]","nukleer","34.854318","40.356579","YÜKSEK","Bakımda","Açık Kaynak","ÖNCELİKLİ","11.18","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"197","Malta - Elektronik Harp ve Jamming İstasyonu [197]","radar","35.942527","14.534907","KRITIK","Kısmi","Hükümet Verisi","KRITIK","17.21","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"198","Malta - Nükleer Araştırma Reaktörü Tesisi [198]","nukleer","35.822152","14.441565","KRITIK","Bakımda","OSINT Analizi","KRITIK","4.26","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"199","Irak - Savunma Araştırma Geliştirme Enstitüsü [199]","arastirma","30.133262","41.202706","YÜKSEK","Kısmi","Alan Araştırması","ÖNCELİKLİ","13.8","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"200","İtalya Güney - Bölgesel Komuta ve Kontrol Merkezi [200]","askeri","38.427171","13.263872","ORTA","Bakımda","Hükümet Verisi","NORMAL","15.77","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"201","Irak - Denizaltı Fiber Optik Kablo Kıyı İstasyonu [201]","radar","34.100359","46.617495","YÜKSEK","Bakımda","OSINT Analizi","ÖNCELİKLİ","3.02","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"202","Mısır - NATO Yakıt ve Erzak İkmal Limanı [202]","liman","29.803622","25.47481","KRITIK","Gizli","Hükümet Verisi","KRITIK","8.81","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"203","İtalya Güney - Genelkurmay İleri Muharebe Karargahı [203]","askeri","40.374522","14.809121","KRITIK","Kısmi","Açık Kaynak","KRITIK","11.98","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"204","Malta - Hidroelektrik Santral [204]","enerji","35.993814","14.432043","YÜKSEK","Gizli","NATO Dokümanı","ÖNCELİKLİ","19.02","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"205","Suudi Arabistan - LNG İthalat Terminali [205]","enerji","26.887593","40.259732","KRITIK","Kısmi","Hükümet Verisi","KRITIK","3.67","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"206","Suriye Kıyı - Uçuş Kontrol Radar Tesisi [206]","hava","35.110239","36.069971","KRITIK","Planlama","Hükümet Verisi","KRITIK","13.42","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"207","İsrail - Askeri Mühimmat Üretim Fabrikası [207]","sanayi","30.111134","34.908632","KRITIK","Kısmi","İstihbarat Raporu","KRITIK","15.22","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"208","Kıbrıs - Zırhlı Araç Bakım ve İkmal Kompleksi [208]","depo","35.07305","32.989115","KRITIK","Kısmi","İstihbarat Raporu","KRITIK","10.32","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Stok yönetimi, ikmal zinciri ve yeraltı depolama tercih edilmelidir."
"209","Kıbrıs - Yeraltı Ulusal Komuta Bunkerı [209]","tunel","35.306309","33.525095","YÜKSEK","Planlama","NATO Dokümanı","ÖNCELİKLİ","15.14","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"210","Irak - Genelkurmay İleri Muharebe Karargahı [210]","askeri","32.947919","39.395473","YÜKSEK","Planlama","Alan Araştırması","ÖNCELİKLİ","17.62","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"211","İtalya Güney - Radyoaktif Madde Güvenli Depolama Kompleksi [211]","nukleer","37.594988","15.711384","KRITIK","Planlama","NATO Dokümanı","KRITIK","0.32","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"212","Malta - Uçuş Kontrol Radar Tesisi [212]","hava","35.737284","14.645741","KRITIK","Bakımda","Alan Araştırması","KRITIK","18.66","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"213","Mısır - Savunma Gemisi İnşa Tersanesi [213]","sanayi","26.419487","27.525263","YÜKSEK","Gizli","Uydu Görüntüsü","ÖNCELİKLİ","7.7","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"214","Suriye Kıyı - Arama Kurtarma Helikopter Üssü [214]","hava","35.211537","36.115528","KRITIK","Kısmi","Hükümet Verisi","KRITIK","18.69","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"215","Fransa Güney - Elektronik Harp Taktik Birimi [215]","askeri","42.847324","4.507952","KRITIK","Kısmi","İstihbarat Raporu","KRITIK","3.01","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"216","Fransa Güney - Siber Güvenlik Araştırma Geliştirme Merkezi [216]","arastirma","43.129644","5.530564","KRITIK","Planlama","İstihbarat Raporu","KRITIK","3.81","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"217","Ürdün - Yeraltı Ulusal Komuta Bunkerı [217]","tunel","30.191043","36.608478","YÜKSEK","Kısmi","OSINT Analizi","ÖNCELİKLİ","18.27","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"218","Malta - Konteyner Liman ve Lojistik Hub [218]","liman","35.854432","14.465029","KRITIK","Bakımda","NATO Dokümanı","KRITIK","19.31","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"219","Doğu Akdeniz - Savaş Uçağı Bakım Onarım ve Revizyon Fabrikası [219]","sanayi","34.304861","33.969009","KRITIK","Kısmi","Açık Kaynak","KRITIK","14.46","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"220","Malta - Uçuş Kontrol Radar Tesisi [220]","hava","36.048373","14.633476","KRITIK","Planlama","Hükümet Verisi","KRITIK","12.48","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"221","Malta - Siber Güvenlik Araştırma Geliştirme Merkezi [221]","arastirma","35.959935","14.568471","KRITIK","Kısmi","İstihbarat Raporu","KRITIK","10.84","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"222","Suriye Kıyı - Komando Özel Kuvvetler Üssü [222]","askeri","34.595789","35.941813","KRITIK","Kısmi","Açık Kaynak","KRITIK","15.22","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"223","Ürdün - Mekanize Piyade Tugayı Karargahı [223]","askeri","32.821204","36.86345","ORTA","Aktif","Hükümet Verisi","NORMAL","7.2","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"224","Malta - Radyoaktif Madde Güvenli Depolama Kompleksi [224]","nukleer","35.758228","14.392141","YÜKSEK","Aktif","NATO Dokümanı","ÖNCELİKLİ","17.42","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"225","Suriye Kıyı - Radyoaktif Madde Güvenli Depolama Kompleksi [225]","nukleer","35.456388","35.848367","YÜKSEK","Planlama","Alan Araştırması","ÖNCELİKLİ","5.14","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"226","Kıbrıs - Genelkurmay İleri Muharebe Karargahı [226]","askeri","35.583745","33.343345","YÜKSEK","Kısmi","Hükümet Verisi","ÖNCELİKLİ","19.75","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"227","Mısır - Bölgesel Komuta ve Kontrol Merkezi [227]","askeri","27.804697","29.056736","KRITIK","Bakımda","Alan Araştırması","KRITIK","17.07","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"228","Yunanistan Kıta - CBRN Kontrol İzleme ve Müdahale Noktası [228]","nukleer","38.584404","23.460651","KRITIK","Planlama","Açık Kaynak","KRITIK","19.56","Nükleer tesisler en yüksek koruma standartlarına tabidir. CBRN savunma ve çok katmanlı güvenlik zorunludur."
"229","Irak - Bölgesel Enerji Dağıtım Merkezi [229]","enerji","32.587285","38.97774","KRITIK","Planlama","İstihbarat Raporu","KRITIK","15.99","Enerji altyapısının çökmesi bölgedeki tüm askeri ve sivil kapasiteyi felç eder. Yedek güç sistemi, siber izleme ve fiziksel bariyer katmanları zorunludur. 72 saatlik özerk çalışma kapasitesi hedeflenmelidir."
"230","Suriye Kıyı - Balistik Füze Erken Uyarı Radar Tesisi [230]","radar","35.622705","35.653303","YÜKSEK","Bakımda","OSINT Analizi","ÖNCELİKLİ","1.99","İletişim ve radar altyapısının çökmesi komuta zincirini koparır. Şifreli yedek kanallar, uydu bağlantısı ve EMP koruması hayati önem taşır."
"231","Irak - Savaş Uçağı Bakım Onarım ve Revizyon Fabrikası [231]","sanayi","34.541457","41.865756","KRITIK","Bakımda","Açık Kaynak","KRITIK","18.2","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"232","Doğu Akdeniz - Onarım Drydock ve Tersane Tesisi [232]","liman","33.840427","28.799737","KRITIK","Planlama","NATO Dokümanı","KRITIK","10.06","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"233","Mısır - Askeri Mühimmat Üretim Fabrikası [233]","sanayi","29.844533","27.358246","KRITIK","Planlama","İstihbarat Raporu","KRITIK","2.35","Savunma sanayi tesisleri üretim sürekliliği için kritiktir. Çevre güvenliği ve personel tarama şarttır."
"234","Yunanistan Kıta - Kritik Altyapı Yeraltı İletişim Tesisi [234]","tunel","38.184142","26.262151","KRITIK","Kısmi","Açık Kaynak","KRITIK","5.33","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"235","Yunanistan Kıta - Elektronik Harp Taktik Birimi [235]","askeri","39.487362","24.177082","KRITIK","Planlama","Açık Kaynak","KRITIK","13.51","Askeri tesisler birincil hedef kategorisindedir. Derinlemesine savunma, kamuflaj ve yedek komuta noktaları zorunludur. Sürekli hazırlık tatbikatları şarttır."
"236","İtalya Güney - Güdümlü Mermi ve Balistik Araştırma Merkezi [236]","arastirma","37.122621","15.417975","KRITIK","Bakımda","OSINT Analizi","KRITIK","1.31","Araştırma ve geliştirme tesisleri teknolojik üstünlük için kritiktir. Bilgi güvenliği ve fiziksel koruma birlikte sağlanmalıdır."
"237","İsrail - Yeraltı Ulusal Komuta Bunkerı [237]","tunel","31.264217","35.371723","YÜKSEK","Aktif","Hükümet Verisi","ÖNCELİKLİ","19.92","Yeraltı ve sığınak tesisleri komuta sürekliliğini güvence altına alır. Gizlilik, CBRN koruması ve yedek iletişim sistemleri zorunludur."
"238","Yunanistan Kıta - Stratejik Petrol Tanker Terminali [238]","liman","38.003347","25.699541","KRITIK","Gizli","Alan Araştırması","KRITIK","11.77","Liman ve deniz tesislerinin kaybı lojistik ve ikmal zincirini koparır. Sualtı engel sistemi, sonar izleme ve deniz devriyesi zorunludur. Mayın tarama ekibi sürekli hazır olmalıdır."
"239","Ürdün - Uçuş Kontrol Radar Tesisi [239]","hava","29.84127","36.742515","KRITIK","Planlama","Açık Kaynak","KRITIK","13.82","Hava üsleri saldırı altında kaldığında hava hakimiyeti kaybedilir. Perimeter radar, hava savunma sistemi ve EMP koruması birincil gereksinimlerdir. Yedek pist ve gizli hangar zorunludur."
"240","Girit - Zırhlı Araç Bakım ve İkmal Kompleksi [240]","depo","35.24367","26.209082","KRITIK","Planlama","NATO Dokümanı","KRITIK","18.04","Lojistik ve depo tesisleri savaş hazırlığının temel direğidir. Stok yönetimi, ikmal zinciri ve yeraltı depolama tercih edilmelidir."
